ID_ART,NAZIV,TIP_ART,POREKLO,EAN,DOBAVITELJ,PROIZVAJAL,KLASIFIKAC,SKUPINA_4,SKUPINA_3,SKUPINA_2,SKUPINA_1,SLED,ZALOGE,INTRASTAT
440175,"VL.PES BIK. 4,4/50 TIP-91 MONTEFIBRE",MAT,,,,,201010600,,201,,1,K,,
440337,"VL.PES BIK. 4,4/50 T-91 ÈRNA MONTEFIBRE",MAT,,,,,201010600,,201,,1,K,,
440518,"VL.PES 3,3/60  MOGILJEV - NE",MAT,,,,,201010300,,201,,1,K,,
440538,VL.PES 13/60 TIP-73 MONTEFIBRE,MAT,,,,,201010500,,201,,1,N,,
440561,VL.PES BIK. 10/55 M-1425 WELBOND WELLMAN,MAT,,,,,201010600,,201,,1,K,,
440566,VL.PES 28/76 M-1129 WELLENE WELLMAN,MAT,,,,,201010500,,201,,1,K,,
440585,"VL.PES 3,3/66 ÈRNA MOGILJEV",MAT,,,,,201010700,,201,,1,K,,
440625,!!! VL.PES 3/51 MARTIN COLOR *,MAT,,,,,201000000,,201,,1,K,,
440639,"!!! VL.PP 3,3/50 ASOTA *",MAT,,,,,201000000,,201,,1,K,,
440641,!!! FILTER F-12/260 K *,MAT,,,,,103020000,,103,,1,N,,
440649,"### VL.PES BIK. 5,3/55 WELLBOND *",MAT,,,,,201000000,,201,,1,K,,
440699,"VL.CEL 3,3/57-60 FIBRAFIN SATE (1.KV)",MAT,,,,,201020000,,201,,1,K,,
440729,"VL.PP 2,8/50 ASOTA NATUR FM 1001",MAT,,,,,201040000,,201,,1,K,,
440732,"VL.PES 1,5/60 TIP-89 MONTEFIBRE",MAT,,,,,201010200,,201,,1,K,,
440766,VL.PES 4/60 M-1293 FILLWEL WELLMAN,MAT,,,,,201010300,,201,,1,K,,
440767,VL.PES 7/50 M-1033 FILLWEL WELLMAN,MAT,,,,,201010400,,201,,1,K,,
440793,"VL.PES 1,5/38 POL-MATT ROMUNIJA",MAT,,,,,201010200,,201,,1,K,,
440818,!!!VL.PES 7/50 M-1266 GOLD WELLMAN,MAT,,,,,201000000,,201,,1,K,,
440823,"!!! VL.PES 1,7/38 HT ELANA",MAT,,,,,201000000,,201,,1,K,,
440824,"VL.PES 3,3/57 MAT GAT.1 HC ELANA",MAT,,,,,201010300,,201,,1,K,,
440843,PROX A 300 (ACRYLON) - NE NAROÈUJ,MAT,,,,,204110000,,204,,1,K,,
440852,"VL.PES 3,6/60 T-73 MONTEFIBRE",MAT,,,,,201010300,,201,,1,K,,
440878,"VL.PES REG.6,7/64 ECRU ROHTEX",MAT,,,,,201010800,,201,,1,K,,
440890,"VL.PES 1,7/38 TESIL 12 M MARK 7",MAT,,,,,201010200,,201,,,N,,
440895,"VL.CEL 1,7/38 LOZNICA (1.KV)",MAT,,,,,201020000,,201,,1,N,,
440897,VL.BOM. IZÈESEK  (AJDOVŠÈINA),MAT,,,,,201020000,,201,,1,K,,
440990,### VL.VOLNENI ÈESANEC,MAT,,,,,201000000,,201,,1,K,,
440995,VL.PES 12/50 M 1125 FILLWELL WELMAN,MAT,,,,,201010500,,201,,1,K,,
440996,"VL.PES 5,3/50 M-1119 WELLMAN",MAT,,,,,201010400,,201,,1,K,,
440997,VL.PES 7/60 M-1162 FILLWELL WELLMAN,MAT,,,,,201010400,,201,,1,K,,
440998,"VL.PES BIK. 4,8/55 M 1440 WELLMAN",MAT,,,,,201010600,,201,,1,K,,
440999,"### VL.PP 2,2/50 1000 NATUR FH 1005 ASOT",MAT,,,,,201000000,,201,,1,K,,
441008,### PALICA ZA MOÈO,MAT,,,,,1,,0,,1,N,,
441028,"VL.PES 3,3/50 N 351 VOLLFASER",MAT,,,,,201010300,,201,,1,K,,
441056,"VL.PAN 2,2/60 FL/AT BRIGHT RICEM",MAT,,,,,201050000,,201,,1,K,,
441073,VL.KOV.12/50 BEKINOX,MAT,,,,,201030000,,201,,1,K,,
441083,"!!! VL.PES 8,4/66 MOGILJEV",MAT,,,,,201000000,,201,,,K,,
441086,"VL.PES 5,3/60 M-1110 WELLMAN",MAT,,,,,201010400,,201,,1,K,,
441118,VL.PA 18/100 T-F 9116 RESISTAT,MAT,,,,,201030000,,201,,1,K,,
441137,"VL.CEL 1,7/60 LOZNICA (1.KV)",MAT,,,,,201020000,,201,,1,K,,
441180,VL.PP 3/60 T-101,MAT,,,,,201040000,,201,,1,K,,
441194,"""FLIS/K FLOOR",190/215,"FILC""",MAT,,,,,208010000,,10,,1,N
441201,ALUMINIJEV SULFAT TRDEN - NE NAROÈUJ,MAT,,,,,204190000,,204,,,K,,
441216,"VL.PES 6,7/60 T-63 W OSIR ITALIJA",MAT,,,,,201010400,,201,,1,K,,
